DateTime,Total_Consumption,Temperature,Humidity,Wind Speed,anomaly_if,anomaly_z
2017-01-25 08:00:00,53227.47715,3.9619999999999997,77.5,1.8411666666666668,True,False
2017-02-08 08:00:00,49830.04214500001,5.459333333333333,90.48333333333333,3.4635,True,False
2017-04-30 17:00:00,61778.26899333333,26.55,32.55166666666667,2.3770000000000002,True,False
2017-05-13 13:00:00,75958.64889000001,31.645,23.418333333333333,1.3265,True,False
2017-05-13 14:00:00,73530.78414333332,31.939999999999998,16.063333333333333,4.923,True,False
2017-05-13 15:00:00,68343.66084333333,33.440000000000005,14.51,4.6194999999999995,True,False
2017-05-13 16:00:00,68415.863265,35.30833333333333,19.491666666666667,2.2665,True,False
2017-05-13 17:00:00,66980.6104,33.96333333333333,21.346666666666664,1.0413333333333334,True,False
2017-05-13 18:00:00,68769.82857,32.89666666666667,18.653333333333332,0.07916666666666666,True,False
2017-05-13 19:00:00,87211.47883,30.706666666666667,24.215,0.07833333333333332,True,False
2017-05-13 20:00:00,96266.73595166668,28.13,27.525000000000002,0.07866666666666666,True,False
2017-07-06 22:00:00,106157.49496000001,25.3,81.10000000000001,0.867,True,False
2017-07-07 12:00:00,86590.14880833334,36.1,29.345,4.922833333333333,True,False
2017-07-07 13:00:00,87936.433515,34.46666666666667,35.51833333333334,2.8921666666666668,True,False
2017-07-07 14:00:00,87718.13539,34.495,36.67,0.06866666666666667,True,False
2017-07-07 16:00:00,83859.06853,34.87333333333333,34.49,0.06766666666666667,True,False
2017-07-07 17:00:00,82966.35427,34.915,31.93166666666667,0.07050000000000001,True,False
2017-07-07 18:00:00,83570.926395,35.47833333333333,29.31833333333333,3.953333333333333,True,False
2017-07-07 19:00:00,94638.82517666667,35.09166666666667,27.80333333333333,4.914000000000001,True,False
2017-07-10 12:00:00,96354.28306,34.294999999999995,22.041666666666668,4.917666666666666,True,False
2017-07-10 13:00:00,97078.31627666666,35.15833333333333,21.686666666666667,4.918,True,False
