datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,anomaly_score,z_score
2008-02-02 19:00:00,6.496033333333333,0.4273999999999999,231.3033333333333,28.2,19.166666666666668,30.7,16.433333333333334,-0.10087447996483545,6.044900754130206
2007-03-05 19:00:00,5.644900000000001,0.359,234.954,24.116666666666667,23.58333333333333,25.6,2.333333333333333,-0.09981669761973566,5.093851682210414
2009-01-16 20:00:00,6.519633333333333,0.4316,236.97016666666664,27.746666666666663,26.15,28.2,17.233333333333334,-0.09817801164185624,6.071271191308839
2007-05-08 12:00:00,4.719133333333334,0.4909,230.76616666666663,20.71333333333333,25.716666666666665,23.23333333333333,16.35,-0.09691516582394555,4.059407965032204
2007-03-31 10:00:00,5.161066666666667,0.5198333333333334,234.1623333333333,22.24333333333333,25.08333333333333,26.3,16.816666666666666,-0.09604779545113418,4.553220473668243
2007-02-03 19:00:00,5.814666666666667,0.5752666666666666,231.5205,25.33333333333333,17.233333333333334,22.8,16.45,-0.08920909462303139,5.28354749654767
2007-12-23 19:00:00,6.488,0.4202666666666667,233.12716666666665,27.94333333333333,12.7,38.23333333333333,11.966666666666669,-0.08920909462303139,6.035924376503017
2007-01-21 20:00:00,6.076566666666666,0.2574666666666667,231.344,26.32333333333333,29.716666666666665,15.683333333333334,16.433333333333334,-0.08644915049364477,5.576192305746142
2008-01-26 19:00:00,6.0138,0.4607666666666666,231.19266666666667,26.16,32.46666666666667,0.0,16.45,-0.08519552733510016,5.506057371837434
2009-01-24 11:00:00,5.0734,0.4076333333333333,237.94266666666667,21.58333333333333,19.35,37.516666666666666,17.366666666666667,-0.08329040567299895,4.455262493753264
2008-04-12 18:00:00,5.656433333333334,0.4071666666666667,237.866,23.973333333333336,23.616666666666667,20.816666666666663,18.616666666666667,-0.08269665119052894,5.106738929758165
2007-09-17 21:00:00,5.735766666666667,0.3772,232.1038333333333,24.71333333333333,42.2,5.4,15.35,-0.08157362445697902,5.19538531462419
2010-02-21 11:00:00,5.0908,0.2756666666666666,238.41266666666667,22.01,23.933333333333334,28.65,18.73333333333333,-0.0772800123334978,4.474705104215476
2007-05-18 20:00:00,3.9856666666666665,0.3536666666666666,231.5515,17.413333333333334,21.78333333333333,21.916666666666668,7.1,-0.07434315230323085,3.2398386152036167
2009-10-17 16:00:00,4.663166666666667,0.4092666666666666,238.0653333333333,19.816666666666663,20.08333333333333,28.1,18.683333333333334,-0.07403454646644758,3.9968712926834407
2008-06-18 16:00:00,3.6527,0.3687333333333333,238.83333333333331,15.653333333333334,22.95,30.716666666666665,1.5333333333333334,-0.0717381410730672,2.8677845234276784
2010-11-20 18:00:00,5.626833333333334,0.1990666666666666,230.51433333333333,24.72,14.35,29.816666666666663,16.333333333333332,-0.07120831077443923,5.073664144144286
2009-01-31 17:00:00,5.072500000000001,0.4107666666666666,236.72833333333332,21.66333333333333,24.016666666666666,14.05,17.116666666666667,-0.07018849159145901,4.454256841487978
2007-02-22 21:00:00,6.363866666666667,0.0867666666666666,230.44316666666663,27.703333333333333,11.483333333333333,32.733333333333334,16.316666666666666,-0.06930150680605196,5.897218856653823
2007-01-21 21:00:00,5.9107666666666665,0.2966333333333333,235.71716666666669,25.12,41.68333333333333,6.366666666666666,17.016666666666666,-0.0677255304451263,5.390928810652188
2008-04-20 21:00:00,5.6713000000000005,0.2595,233.39083333333332,24.36,9.2,37.6,17.333333333333332,-0.06689199238238885,5.1233508153254945
2007-12-22 20:00:00,4.9255,0.3470666666666666,235.427,21.256666666666668,15.933333333333334,18.8,0.0833333333333333,-0.06590121610116317,4.290000304824459
2007-01-07 18:00:00,5.211533333333334,0.3809666666666667,231.59566666666663,22.62,0.0,31.883333333333333,16.45,-0.06564846552443937,4.609611493284698
2007-12-27 19:00:00,5.1752,0.3298333333333333,233.866,22.34,23.466666666666665,4.95,8.866666666666667,-0.06544819422021986,4.569012938871266
2008-10-24 21:00:00,5.356866666666666,0.2644333333333333,233.7663333333333,22.87,44.516666666666666,0.0,15.183333333333334,-0.06421736432797087,4.7720057109384255
2009-04-12 21:00:00,5.133966666666667,0.3276,234.30883333333333,22.00333333333333,37.13333333333333,1.3833333333333333,9.916666666666666,-0.06395556613885123,4.52293916656905
2008-10-19 01:00:00,5.759066666666667,0.4089,235.12483333333333,24.71333333333333,11.633333333333333,24.53333333333333,15.116666666666667,-0.06307342606145871,5.22142053438106
2007-03-05 20:00:00,4.205433333333334,0.4309333333333333,236.82916666666668,17.970000000000002,10.466666666666669,28.48333333333333,0.0,-0.06262139060955485,3.485403999834588
2007-01-13 22:00:00,5.814266666666667,0.2321333333333333,231.4201666666667,25.32333333333333,23.73333333333333,0.3833333333333333,16.433333333333334,-0.061556500641179124,5.283100539985321
2007-05-25 21:00:00,4.474733333333333,0.2599333333333333,228.5065,19.55666666666667,48.36666666666667,0.0666666666666666,6.716666666666667,-0.06153387332511551,3.78631750543653
2007-01-21 19:00:00,5.330433333333334,0.2568666666666667,229.00566666666663,23.39,7.933333333333334,28.133333333333333,16.1,-0.06144032781562381,4.742469331443149
2008-10-24 20:00:00,4.739033333333333,0.2985666666666667,235.91866666666667,20.236666666666668,22.133333333333333,17.016666666666666,11.3,-0.060810342564062814,4.081644054009102
2010-01-23 18:00:00,5.265533333333334,0.3700666666666666,234.6485,22.55333333333333,0.0,36.3,13.3,-0.06061136834995251,4.669950629201909
2009-02-11 18:00:00,5.2338000000000005,0.3101666666666666,236.91466666666665,22.18,13.95,28.516666666666666,10.366666666666667,-0.05955604804451664,4.6344920752554986
2007-06-27 21:00:00,4.597966666666666,0.315,236.78,19.69333333333333,27.666666666666668,14.9,17.2,-0.05942982204260505,3.924017373020437
2008-11-23 18:00:00,6.560533333333334,0.3248333333333333,231.56666666666663,28.383333333333333,0.0,28.33333333333333,16.466666666666665,-0.05910687287767191,6.116972499809098
2007-02-21 20:00:00,4.016133333333333,0.4486333333333333,235.9905,17.336666666666666,19.58333333333333,11.933333333333334,2.7666666666666666,-0.058856420392034425,3.2738818067025868
2008-10-12 19:00:00,4.907733333333334,0.3070666666666666,233.4095,21.14,13.233333333333333,27.366666666666667,11.566666666666666,-0.05875256138658014,4.270147984180093
2007-12-29 19:00:00,5.226699999999999,0.3019333333333333,233.8785,22.37,24.966666666666665,0.1833333333333333,16.8,-0.057678876896770315,4.62655859627379
2008-01-15 12:00:00,5.237266666666667,0.2240333333333333,237.2045,22.266666666666666,13.033333333333331,42.2,17.266666666666666,-0.05757581849311599,4.638365698795862
2010-01-30 18:00:00,5.142166666666666,0.2685666666666667,235.97133333333332,21.89,9.633333333333333,31.466666666666665,18.566666666666663,-0.05665932601952073,4.532101776097218
2009-09-12 22:00:00,4.4504,0.44,237.424,18.83333333333333,41.66666666666666,0.9333333333333332,7.1,-0.056545980495137815,3.7591276478935898
2007-06-08 20:00:00,4.200566666666666,0.5221666666666667,237.02633333333333,18.016666666666666,21.0,14.533333333333331,17.2,-0.055051498146277744,3.479966028325999
2009-04-12 20:00:00,5.0983,0.2890666666666667,234.78833333333333,21.836666666666662,41.93333333333333,0.1666666666666666,18.53333333333333,-0.054514659813847066,4.483085539759534
2009-02-22 21:00:00,4.673766666666666,0.2299,236.989,19.82,8.716666666666667,35.46666666666667,0.0,-0.05434945527792234,4.008715641585707
2009-11-21 17:00:00,4.768633333333333,0.3497,233.4365,20.5,28.883333333333333,0.3,16.266666666666666,-0.05422379244536135,4.11471883962298
2007-12-01 21:00:00,5.139566666666667,0.4912,237.84066666666664,21.81,24.266666666666666,0.35,17.35,-0.053859910731565486,4.529196558441946
2007-12-28 15:00:00,5.025133333333333,0.1984666666666666,244.343,20.703333333333333,9.033333333333331,38.73333333333333,18.3,-0.05373862881776781,4.401329735229732
2007-04-03 19:00:00,4.565633333333333,0.2345333333333333,234.3915,19.68,23.65,8.95,10.65,-0.051949720173680825,3.8878883842305023
2006-12-25 16:00:00,3.872833333333333,0.4538,241.69466666666668,16.3,27.416666666666668,0.2333333333333333,0.0,-0.05188782550188897,3.113759618240802
2008-01-14 20:00:00,5.136866666666666,0.1220666666666666,232.3583333333333,22.24,39.23333333333333,0.0,13.15,-0.051184146446053735,4.526179601646085
2007-03-04 19:00:00,5.432133333333334,0.2395666666666666,234.2915,23.313333333333333,9.75,28.03333333333333,16.85,-0.050843872168343296,4.856108037420563
2009-12-24 19:00:00,4.675233333333334,0.3493,244.3175,19.276666666666664,31.8,1.25,18.95,-0.05057664571005971,4.010354482314323
2009-03-28 18:00:00,4.3750333333333336,0.5511333333333333,237.90216666666663,18.706666666666667,33.1,0.0,17.366666666666667,-0.050235857177749366,3.6749135822708654
2008-11-30 20:00:00,5.930499999999999,0.1367,235.658,25.26,9.183333333333334,33.21666666666667,17.05,-0.0498158196651286,5.412978667728106
2006-12-30 10:00:00,4.716566666666666,0.3691333333333333,236.0738333333333,20.12,13.483333333333333,22.116666666666667,17.116666666666667,-0.04972045283347126,4.056539993757125
2007-05-27 17:00:00,4.114133333333333,0.4394,232.7576666666667,17.936666666666667,13.233333333333333,21.433333333333334,16.616666666666667,-0.04911779192497023,3.383386164478266
2008-04-19 15:00:00,3.5336333333333334,0.4985333333333333,239.9435,15.113333333333332,22.55,18.25,6.5,-0.04883878281725118,2.7347404533682482
2008-10-24 19:00:00,3.965766666666666,0.2686,234.4565,17.123333333333335,20.116666666666667,11.133333333333333,0.0,-0.04775165479588306,3.2176025262267185
2007-01-28 12:00:00,4.195833333333334,0.3106,234.55383333333333,18.023333333333333,18.98333333333333,18.5,16.883333333333333,-0.0471072044833073,3.474677042338195
2008-06-15 13:00:00,4.2955000000000005,0.4313666666666667,237.459,18.256666666666668,43.38333333333333,1.1666666666666667,18.883333333333333,-0.046896238706916615,3.5860437191236647
2009-12-25 15:00:00,3.662,0.38,244.17683333333332,15.046666666666663,45.3,0.0,0.6666666666666666,-0.04685323089061433,2.8781762635023096
2010-01-10 15:00:00,4.615966666666666,0.4708666666666666,242.40233333333333,19.40333333333333,7.95,19.55,18.666666666666668,-0.04663638388142355,3.9441304183261736
2008-02-20 19:00:00,4.7124,0.3158666666666667,235.9813333333333,20.2,19.73333333333333,5.466666666666667,3.9166666666666665,-0.0463901493633897,4.05188419623265
2008-11-23 20:00:00,6.310566666666667,0.2638,233.41783333333333,27.08,7.45,21.116666666666667,16.716666666666665,-0.0460814444029336,5.837661894720725
2010-02-21 15:00:00,4.5135,0.2154666666666666,238.96366666666663,19.023333333333333,13.183333333333334,33.43333333333333,18.15,-0.0453180972388505,3.829635045604256
2007-12-28 17:00:00,6.333666666666667,0.2075999999999999,235.65716666666668,27.01333333333333,0.0,46.43333333333333,17.05,-0.04528515972845293,5.86347363619642
2007-12-09 16:00:00,4.8082,0.3876,239.7853333333333,20.19333333333333,21.05,9.033333333333331,13.566666666666666,-0.04512500843431788,4.158930292915406
2007-09-26 21:00:00,4.821866666666667,0.2968,234.581,20.646666666666665,0.0,31.516666666666666,8.333333333333334,-0.04510925504934826,4.174201308795688
2009-11-11 17:00:00,4.536166666666667,0.1695666666666666,233.04866666666663,19.55666666666667,9.9,30.633333333333333,17.45,-0.04505423103684636,3.8549625841374078
2009-10-11 11:00:00,3.995633333333333,0.4151666666666667,236.11533333333333,17.09,15.65,21.25,18.6,-0.04472573325747442,3.250975282882164
2008-04-29 12:00:00,4.589166666666667,0.2799333333333333,239.01466666666664,19.30333333333333,3.816666666666667,39.73333333333333,19.066666666666663,-0.04440150587084013,3.9141843286487443
2008-11-09 18:00:00,4.378133333333333,0.3410333333333333,233.477,18.826666666666664,23.25,0.5166666666666667,16.733333333333334,-0.04381000144098257,3.6783774956290753
